nr,year,black,exper,hisp,hours,married,educ,union,lwage,expersq,occupation,id
8838,1980,0,3,0,2105,0,12,0,1.5313620000000001,9,9,429
8838,1981,0,4,0,1794,0,12,0,1.6773150000000001,16,9,429
8838,1982,0,5,0,2000,0,12,0,1.240877,25,9,429
8838,1983,0,6,0,1657,0,12,0,1.482766,36,9,429
8838,1984,0,7,0,3126,0,12,0,1.210621,49,9,429
8838,1985,0,8,0,2110,0,12,0,1.633859,64,9,429
8838,1986,0,9,0,2080,1,12,0,1.7569439999999998,81,9,429
8838,1987,0,10,0,2080,1,12,0,1.8610790000000001,100,9,429
8842,1980,0,2,0,2040,0,11,0,1.2442739999999999,4,7,430
8842,1981,0,3,0,694,0,11,0,0.8352870000000001,9,4,430
8842,1982,0,4,0,2080,0,11,0,1.179678,16,6,430
8842,1983,0,5,0,2315,1,11,0,1.243675,25,7,430
8842,1984,0,6,0,2095,1,11,0,1.675361,36,4,430
8842,1985,0,7,0,2374,1,11,0,1.633753,49,6,430
8842,1986,0,8,0,2556,1,11,0,1.5938860000000001,64,7,430
8842,1987,0,9,0,2600,1,11,0,1.537852,81,7,430
8846,1980,0,2,0,2080,1,12,1,1.297177,4,9,431
8846,1981,0,3,0,2080,1,12,1,1.326871,9,9,431
8846,1982,0,4,0,2080,1,12,1,1.28103,16,9,431
8846,1983,0,5,0,2080,1,12,1,1.342593,25,9,431
8846,1984,0,6,0,2080,1,12,1,1.33476,36,9,431
8846,1985,0,7,0,2530,1,12,1,1.489141,49,1,431
8846,1986,0,8,0,2278,1,12,1,1.760325,64,1,431
8846,1987,0,9,0,2264,1,12,1,1.6277030000000001,81,4,431
8860,1980,0,4,1,1650,0,13,1,1.230645,16,9,432
8860,1981,0,5,1,2080,0,13,1,1.326871,25,3,432
8860,1982,0,6,1,1850,0,13,0,1.285125,36,3,432
8860,1983,0,7,1,2040,0,13,0,1.1694639999999998,49,3,432
8860,1984,0,8,1,2080,1,13,0,1.226643,64,7,432
8860,1985,0,9,1,2080,1,13,0,1.273485,81,3,432
8860,1986,0,10,1,2080,1,13,1,1.262468,100,7,432
8860,1987,0,11,1,2288,1,13,0,1.119142,121,3,432
8862,1980,0,2,1,1587,0,13,0,1.2662799999999999,4,3,433
8862,1981,0,3,1,1990,0,13,0,1.397786,9,3,433
8862,1982,0,4,1,2010,0,13,0,1.504921,16,2,433
8862,1983,0,5,1,2080,0,13,0,1.517771,25,3,433
8862,1984,0,6,1,2472,0,13,0,1.509887,36,2,433
8862,1985,0,7,1,2112,0,13,0,1.888038,49,2,433
8862,1986,0,8,1,2384,0,13,0,1.7636330000000002,64,2,433
8862,1987,0,9,1,2496,0,13,0,1.8923310000000002,81,2,433
8880,1980,0,4,1,1769,0,12,0,2.058924,16,4,434
8880,1981,0,5,1,2136,0,12,0,2.292497,25,5,434
8880,1982,0,6,1,2260,0,12,1,2.298985,36,5,434
8880,1983,0,7,1,2208,0,12,1,2.402047,49,5,434
8880,1984,0,8,1,2229,1,12,1,2.390965,64,5,434
8880,1985,0,9,1,2101,1,12,1,2.406504,81,5,434
8880,1986,0,10,1,2080,1,12,1,2.519084,100,5,434
8880,1987,0,11,1,2142,1,12,1,2.524854,121,5,434
8886,1980,0,5,1,2080,0,12,0,1.4294280000000001,25,5,435
8886,1981,0,6,1,2080,0,12,0,1.442384,36,5,435
8886,1982,0,7,1,2080,0,12,0,1.579274,49,5,435
8886,1983,0,8,1,2272,0,12,0,1.490573,64,4,435
8886,1984,0,9,1,2104,0,12,0,1.788857,81,2,435
8886,1985,0,10,1,2080,1,12,0,1.602266,100,2,435
8886,1986,0,11,1,2285,1,12,0,1.498032,121,5,435
8886,1987,0,12,1,2220,0,12,0,2.118713,144,5,435
8903,1980,0,2,1,1890,0,11,0,0.9816716999999999,4,9,436
8903,1981,0,3,1,898,1,11,0,-0.2209188,9,9,436
8903,1982,0,4,1,2068,0,11,0,1.1854639999999999,16,1,436
8903,1983,0,5,1,2000,1,11,0,1.3969129999999998,25,7,436
8903,1984,0,6,1,2080,1,11,0,1.3078530000000002,36,1,436
8903,1985,0,7,1,2200,1,11,0,1.652714,49,9,436
8903,1986,0,8,1,3536,1,11,0,1.158108,64,9,436
8903,1987,0,9,1,1408,1,11,0,0.45951709999999996,81,1,436
8908,1980,0,2,1,2430,0,12,1,1.241183,4,7,437
8908,1981,0,3,1,2580,1,12,1,1.271414,9,6,437
8908,1982,0,4,1,2354,1,12,0,1.4236540000000002,16,7,437
8908,1983,0,5,1,3889,1,12,0,1.160251,25,2,437
8908,1984,0,6,1,2867,1,12,0,1.228117,36,2,437
8908,1985,0,7,1,3048,1,12,0,1.383844,49,2,437
8908,1986,0,8,1,2768,1,12,1,1.149982,64,2,437
8908,1987,0,9,1,2704,1,12,1,1.156882,81,2,437
8911,1980,0,4,1,2080,0,12,0,1.0475219999999998,16,5,438
8911,1981,0,5,1,2080,0,12,1,1.1239299999999999,25,5,438
8911,1982,0,6,1,2080,0,12,1,1.061895,36,5,438
8911,1983,0,7,1,2080,0,12,0,0.9269023999999999,49,5,438
8911,1984,0,8,1,2080,0,12,1,1.050024,64,1,438
8911,1985,0,9,1,2080,0,12,0,1.072815,81,5,438
8911,1986,0,10,1,2080,0,12,1,1.117286,100,5,438
8911,1987,0,11,1,2080,0,12,0,1.119142,121,5,438
8917,1980,0,4,1,3720,1,11,0,1.556034,16,6,439
8917,1981,0,5,1,3084,1,11,0,2.0005330000000003,25,6,439
8917,1982,0,6,1,3387,1,11,0,1.585919,36,6,439
8917,1983,0,7,1,2920,0,11,0,1.740366,49,6,439
8917,1984,0,8,1,3570,0,11,0,1.866268,64,6,439
8917,1985,0,9,1,3200,0,11,0,2.133687,81,6,439
8917,1986,0,10,1,2380,0,11,0,2.154777,100,5,439
8917,1987,0,11,1,2930,0,11,0,1.939658,121,6,439
8991,1980,1,3,0,2280,0,11,0,1.451502,9,2,440
8991,1981,1,4,0,2336,0,11,1,2.276037,16,6,440
8991,1982,1,5,0,3220,0,11,0,2.011176,25,6,440
8991,1983,1,6,0,2440,0,11,1,2.227178,36,6,440
8991,1984,1,7,0,2080,0,11,0,2.205795,49,5,440
8991,1985,1,8,0,2080,0,11,0,2.207794,64,6,440
8991,1986,1,9,0,2080,0,11,0,2.187727,81,6,440
8991,1987,1,10,0,2080,1,11,1,2.074653,100,5,440
8997,1980,1,2,0,2080,0,14,1,1.812643,4,7,441
8997,1981,1,3,0,2080,0,14,1,1.96765,9,5,441
8997,1982,1,4,0,2080,0,14,1,2.06894,16,5,441
8997,1983,1,5,0,2080,0,14,1,2.210918,25,5,441
8997,1984,1,6,0,2080,0,14,1,2.343945,36,5,441
8997,1985,1,7,0,2080,0,14,1,2.309577,49,5,441
8997,1986,1,8,0,2080,0,14,1,2.381883,64,5,441
8997,1987,1,9,0,2080,0,14,1,2.282292,81,4,441
9014,1980,1,4,0,1704,0,12,0,1.829711,16,4,442
9014,1981,1,5,0,2358,0,12,0,1.483992,25,4,442
9014,1982,1,6,0,1920,0,12,0,1.460391,36,4,442
9014,1983,1,7,0,2080,0,12,1,1.41241,49,4,442
9014,1984,1,8,0,3342,0,12,0,1.074813,64,4,442
9014,1985,1,9,0,2238,0,12,0,1.720146,81,4,442
9014,1986,1,10,0,1430,1,12,0,2.174655,100,4,442
9014,1987,1,11,0,2080,1,12,0,1.812289,121,4,442
9015,1980,1,7,0,3381,0,9,0,1.3998059999999999,49,4,443
9015,1981,1,8,0,3512,0,9,0,1.391407,64,7,443
9015,1982,1,9,0,3688,0,9,0,1.3801510000000001,81,4,443
9015,1983,1,10,0,2836,1,9,1,1.7338369999999999,100,7,443
9015,1984,1,11,0,2860,1,9,0,1.556777,121,6,443
9015,1985,1,12,0,2140,1,9,0,1.764923,144,4,443
9015,1986,1,13,0,3480,1,9,0,1.6730630000000002,169,4,443
9015,1987,1,14,0,4245,1,9,1,1.301856,196,4,443
9027,1980,0,3,0,2280,0,12,0,1.579336,9,2,444
9027,1981,0,4,0,2422,0,12,0,1.6003129999999999,16,2,444
9027,1982,0,5,0,2182,0,12,0,2.400315,25,6,444
9027,1983,0,6,0,2203,0,12,1,2.361105,36,6,444
9027,1984,0,7,0,1779,0,12,1,2.2730770000000002,49,5,444
9027,1985,0,8,0,1350,0,12,1,2.443347,64,6,444
9027,1986,0,9,0,2167,0,12,1,2.5034259999999997,81,6,444
9027,1987,0,10,0,2404,0,12,1,2.309376,100,6,444
9066,1980,1,1,0,1070,0,11,1,1.601883,1,9,445
9066,1981,1,2,0,3065,0,11,0,1.429398,4,9,445
9066,1982,1,3,0,3300,0,11,0,-1.2167370000000002,9,9,445
9066,1983,1,4,0,3378,0,11,0,1.106963,16,9,445
9066,1984,1,5,0,3419,0,11,1,1.246191,25,9,445
9066,1985,1,6,0,3116,0,11,0,1.4158469999999999,36,9,445
9066,1986,1,7,0,3120,0,11,0,1.6689330000000002,49,9,445
9066,1987,1,8,0,2830,0,11,1,1.727523,64,9,445
9082,1980,0,4,0,1905,0,8,0,-0.07355249999999999,16,8,446
9082,1981,0,5,0,2055,0,8,0,1.293026,25,7,446
9082,1982,0,6,0,1760,0,8,0,1.634414,36,7,446
9082,1983,0,7,0,1600,1,8,0,1.6885259999999997,49,7,446
9082,1984,0,8,0,2080,1,8,0,1.618008,64,7,446
9082,1985,0,9,0,2080,0,8,0,1.5146469999999999,81,5,446
9082,1986,0,10,0,2080,1,8,0,1.4685290000000002,100,5,446
9082,1987,0,11,0,2080,1,8,0,1.7069279999999998,121,7,446
9131,1980,0,9,0,2048,0,5,0,1.106829,81,5,447
9131,1981,0,10,0,2290,1,5,0,1.0277459999999998,100,5,447
9131,1982,0,11,0,2340,1,5,0,1.262565,121,7,447
9131,1983,0,12,0,2340,1,5,0,1.399988,144,5,447
9131,1984,0,13,0,2140,1,5,0,1.5895700000000001,169,5,447
9131,1985,0,14,0,2280,1,5,0,1.491833,196,5,447
9131,1986,0,15,0,2180,1,5,0,1.373515,225,7,447
9131,1987,0,16,0,2220,1,5,0,1.459467,256,7,447
9132,1980,0,7,0,2080,1,6,0,1.224856,49,5,448
9132,1981,0,8,0,1976,1,6,0,1.175223,64,5,448
9132,1982,0,9,0,1980,1,6,0,1.596674,81,5,448
9132,1983,0,10,0,2090,1,6,0,1.512975,100,5,448
9132,1984,0,11,0,2080,1,6,0,1.618008,121,5,448
9132,1985,0,12,0,2080,1,6,0,1.5146469999999999,144,5,448
9132,1986,0,13,0,2080,1,6,0,1.8512549999999999,169,5,448
9132,1987,0,14,0,2080,1,6,1,1.8610790000000001,196,5,448
9154,1980,0,2,0,1104,0,15,1,2.563854,4,9,449
9154,1981,0,3,0,1261,0,15,1,2.5306330000000004,9,9,449
9154,1982,0,4,0,1870,0,15,1,2.170793,16,9,449
9154,1983,0,5,0,1865,0,15,1,2.197423,25,9,449
9154,1984,0,6,0,1820,0,15,1,2.454637,36,9,449
9154,1985,0,7,0,3226,0,15,1,2.069024,49,9,449
9154,1986,0,8,0,2452,0,15,0,2.428656,64,9,449
9154,1987,0,9,0,2030,0,15,1,2.602089,81,9,449
9158,1980,0,4,0,2367,1,12,0,1.501066,16,6,450
9158,1981,0,5,0,2402,1,12,0,1.403629,25,6,450
9158,1982,0,6,0,2348,1,12,0,1.058482,36,2,450
9158,1983,0,7,0,2550,1,12,0,1.146991,49,6,450
9158,1984,0,8,0,2600,1,12,0,1.171721,64,6,450
9158,1985,0,9,0,2190,1,12,0,1.075348,81,6,450
9158,1986,0,10,0,2255,1,12,0,1.077325,100,6,450
9158,1987,0,11,0,2340,1,12,0,1.0966690000000001,121,6,450
9184,1980,0,3,0,3120,1,11,0,1.304899,9,6,451
9184,1981,0,4,0,3120,1,11,0,1.203973,16,6,451
9184,1982,0,5,0,3120,1,11,0,1.285038,25,6,451
9184,1983,0,6,0,3612,0,11,0,1.173516,36,6,451
9184,1984,0,7,0,3088,1,11,0,1.114524,49,4,451
9184,1985,0,8,0,3132,1,11,0,1.140435,64,5,451
9184,1986,0,9,0,2756,1,11,0,1.371391,81,6,451
9184,1987,0,10,0,3295,1,11,0,2.094188,100,3,451
9230,1980,1,1,0,1190,0,11,0,1.090123,1,9,452
9230,1981,1,2,0,1958,0,11,0,0.8966924000000001,4,9,452
9230,1982,1,3,0,2022,0,11,0,0.8024934,9,9,452
9230,1983,1,4,0,1219,0,11,0,1.6843830000000002,16,9,452
9230,1984,1,5,0,2444,0,11,0,1.164603,25,4,452
9230,1985,1,6,0,2181,0,11,0,1.729596,36,2,452
9230,1986,1,7,0,2080,0,11,1,1.946565,49,9,452
9230,1987,1,8,0,2080,0,11,1,2.074653,64,9,452
9265,1980,0,1,1,1610,0,11,0,1.2357280000000002,1,2,453
9265,1981,0,2,1,1770,0,11,0,0.9976364,4,2,453
9265,1982,0,3,1,2430,0,11,0,1.450438,9,1,453
9265,1983,0,4,1,2456,0,11,1,1.494705,16,5,453
9265,1984,0,5,1,2192,0,11,0,1.9485540000000001,25,1,453
9265,1985,0,6,1,2540,0,11,0,1.89467,36,1,453
9265,1986,0,7,1,2220,0,11,0,2.256119,49,1,453
9265,1987,0,8,1,2080,0,11,0,2.2665439999999997,64,5,453
9367,1980,1,2,0,1220,0,11,0,0.9316943999999999,4,1,454
9367,1981,1,3,0,1450,0,11,0,0.7915871999999999,9,9,454
9367,1982,1,4,0,1312,0,11,0,1.3150709999999999,16,2,454
9367,1983,1,5,0,2584,0,11,0,1.4372120000000002,25,4,454
9367,1984,1,6,0,2308,0,11,0,1.480093,36,2,454
9367,1985,1,7,0,2080,0,11,0,1.67895,49,2,454
9367,1986,1,8,0,2280,0,11,0,1.6540869999999999,64,1,454
9367,1987,1,9,0,2240,0,11,0,1.9205020000000002,81,1,454
9390,1980,1,4,0,1720,0,12,0,-0.8876854999999999,16,5,455
9390,1981,1,5,0,2295,0,12,1,1.981077,25,7,455
9390,1982,1,6,0,2210,0,12,1,1.9663509999999997,36,5,455
9390,1983,1,7,0,2300,0,12,0,2.489866,49,7,455
9390,1984,1,8,0,2955,0,12,0,2.320027,64,7,455
9390,1985,1,9,0,2260,0,12,0,2.1937900000000004,81,7,455
9390,1986,1,10,0,2370,0,12,0,2.41388,100,7,455
9390,1987,1,11,0,2490,0,12,1,2.19199,121,5,455
9391,1980,1,3,0,1890,0,11,0,1.320647,9,6,456
9391,1981,1,4,0,1850,0,11,0,1.107581,16,9,456
9391,1982,1,5,0,2072,0,11,0,1.758895,25,4,456
9391,1983,1,6,0,3088,0,11,0,1.304937,36,5,456
9391,1984,1,7,0,2240,0,11,0,1.320756,49,7,456
9391,1985,1,8,0,2080,0,11,0,1.5146469999999999,64,7,456
9391,1986,1,9,0,1600,0,11,0,2.113619,81,6,456
9391,1987,1,10,0,1985,0,11,0,1.571356,100,6,456
9418,1980,1,2,0,1940,0,15,0,2.1328650000000002,4,1,457
9418,1981,1,3,0,1964,0,15,0,2.1463959999999997,9,1,457
9418,1982,1,4,0,1935,0,15,0,2.3689,16,1,457
9418,1983,1,5,0,2047,1,15,0,2.370011,25,1,457
9418,1984,1,6,0,2940,1,15,0,2.090276,36,1,457
9418,1985,1,7,0,2710,1,15,0,2.439651,49,1,457
9418,1986,1,8,0,2590,1,15,0,2.5482549999999997,64,1,457
9418,1987,1,9,0,2310,1,15,0,2.754728,81,1,457
9424,1980,0,3,1,2080,0,12,1,2.035786,9,6,458
9424,1981,0,4,1,2080,0,12,1,1.877702,16,5,458
9424,1982,0,5,1,2080,0,12,0,1.872825,25,6,458
9424,1983,0,6,1,2080,0,12,1,1.89726,36,4,458
9424,1984,0,7,1,2080,0,12,1,1.90569,49,4,458
9424,1985,0,8,1,2080,0,12,1,1.8960150000000002,64,6,458
9424,1986,0,9,1,2280,0,12,1,2.347234,81,5,458
9424,1987,0,10,1,2544,1,12,1,2.2787479999999998,100,5,458
9447,1980,0,3,0,774,0,14,0,1.0502559999999999,9,4,459
9447,1981,0,4,0,1685,0,14,0,1.4068530000000001,16,1,459
9447,1982,0,5,0,1595,0,14,0,0.8966059999999999,25,9,459
9447,1983,0,6,0,780,0,14,0,2.418557,36,9,459
9447,1984,0,7,0,1760,0,14,0,1.8496,49,9,459
9447,1985,0,8,0,2450,0,14,0,1.7563919999999997,64,2,459
9447,1986,0,9,0,3020,0,14,0,1.77847,81,2,459
9447,1987,0,10,0,3120,1,14,0,1.966439,100,2,459
9449,1980,0,2,0,653,0,15,0,1.000602,4,9,460
9449,1981,0,3,0,1712,0,15,0,1.1851040000000002,9,1,460
9449,1982,0,4,0,1999,0,15,0,1.507081,16,1,460
9449,1983,0,5,0,2595,0,15,0,1.2965520000000001,25,1,460
9449,1984,0,6,0,1852,0,15,0,1.6651169999999997,36,1,460
9449,1985,0,7,0,1615,1,15,0,1.901212,49,1,460
9449,1986,0,8,0,2574,1,15,1,1.820483,64,1,460
9449,1987,0,9,0,1940,1,15,1,2.021731,81,3,460
9453,1980,0,2,0,1870,0,15,1,2.043009,4,1,461
9453,1981,0,3,0,2025,0,15,1,1.989057,9,4,461
9453,1982,0,4,0,2080,0,15,1,1.872825,16,1,461
9453,1983,0,5,0,2080,0,15,1,1.9732459999999998,25,6,461
9453,1984,0,6,0,2080,0,15,1,2.023473,36,4,461
9453,1985,0,7,0,2010,1,15,1,2.242028,49,1,461
9453,1986,0,8,0,2465,1,15,1,2.017903,64,1,461
9453,1987,0,9,0,2635,1,15,0,2.045777,81,2,461
9468,1980,0,1,0,1368,0,16,0,1.420731,1,9,462
9468,1981,0,2,0,1671,0,16,0,1.342876,4,9,462
9468,1982,0,3,0,1824,0,16,0,1.416374,9,9,462
9468,1983,0,4,0,2560,0,16,0,1.578395,16,2,462
9468,1984,0,5,0,2440,0,16,0,1.885822,25,2,462
9468,1985,0,6,0,2290,1,16,0,2.037503,36,2,462
9468,1986,0,7,0,2340,1,16,0,2.203475,49,2,462
9468,1987,0,8,0,2340,1,16,0,2.164509,64,2,462
9502,1980,0,5,0,2000,1,12,1,2.075007,25,6,463
9502,1981,0,6,0,1840,1,12,1,2.11153,36,6,463
9502,1982,0,7,0,2050,1,12,1,1.9927139999999999,49,5,463
9502,1983,0,8,0,1860,1,12,1,2.46581,64,6,463
9502,1984,0,9,0,2385,1,12,0,2.1743240000000004,81,6,463
9502,1985,0,10,0,2454,1,12,0,1.705971,100,5,463
9502,1986,0,11,0,2724,1,12,0,1.514313,121,5,463
9502,1987,0,12,0,2900,1,12,0,1.619708,144,5,463
9505,1980,0,5,0,2080,0,8,0,1.1194959999999998,25,5,464
9505,1981,0,6,0,2080,0,8,0,1.079194,36,6,464
9505,1982,0,7,0,2080,0,8,0,0.9125242,49,7,464
9505,1983,0,8,0,2080,0,8,0,1.032263,64,5,464
9505,1984,0,9,0,2080,0,8,0,0.9893992,81,5,464
9505,1985,0,10,0,2080,0,8,0,1.072815,100,5,464
9505,1986,0,11,0,2080,0,8,0,1.0527469999999999,121,6,464
9505,1987,0,12,0,2080,0,8,0,0.9206907,144,6,464
9603,1980,0,7,0,2367,1,10,0,1.190911,49,6,465
9603,1981,0,8,0,1867,1,10,0,1.069446,64,6,465
9603,1982,0,9,0,2328,1,10,0,1.230666,81,5,465
9603,1983,0,10,0,2288,1,10,0,1.134778,100,5,465
9603,1984,0,11,0,2288,1,10,0,1.033851,121,5,465
9603,1985,0,12,0,2288,1,10,0,1.010294,144,5,465
9603,1986,0,13,0,2360,0,10,0,1.108775,169,5,465
9603,1987,0,14,0,2342,0,10,0,1.211575,196,5,465
9643,1980,0,2,1,1340,0,12,0,1.7823369999999998,4,9,466
9643,1981,0,3,1,1280,0,12,0,1.139434,9,9,466
9643,1982,0,4,1,550,0,12,0,1.9613169999999998,16,9,466
9643,1983,0,5,1,1335,0,12,0,1.188017,25,9,466
9643,1984,0,6,1,1280,0,12,0,1.9604150000000002,36,9,466
9643,1985,0,7,1,1675,0,12,0,1.6570939999999998,49,9,466
9643,1986,0,8,1,2200,0,12,0,1.7951650000000001,64,9,466
9643,1987,0,9,1,1660,0,12,0,1.527013,81,9,466
9667,1980,0,1,1,746,0,13,0,1.5571059999999999,1,4,467
9667,1981,0,2,1,1331,0,13,0,1.6881509999999997,4,1,467
9667,1982,0,3,1,2080,0,13,1,2.160507,9,1,467
9667,1983,0,4,1,2080,0,13,0,2.237485,16,1,467
9667,1984,0,5,1,2310,1,13,0,2.566278,25,1,467
9667,1985,0,6,1,2510,1,13,0,2.599698,36,1,467
9667,1986,0,7,1,2385,1,13,0,2.923384,49,1,467
9667,1987,0,8,1,2200,1,13,0,3.0371330000000003,64,4,467
9683,1980,1,5,0,3944,0,12,0,0.7028115,25,6,468
9683,1981,1,6,0,3500,1,12,1,1.3919920000000001,36,7,468
9683,1982,1,7,0,4368,1,12,0,1.184955,49,6,468
9683,1983,1,8,0,2016,1,12,0,0.929984,64,6,468
9683,1984,1,9,0,3324,1,12,0,0.9260633,81,2,468
9683,1985,1,10,0,4332,1,12,0,0.08783869999999999,100,4,468
9683,1986,1,11,0,2468,1,12,0,2.23983,121,7,468
9683,1987,1,12,0,2602,0,12,1,1.81152,144,7,468
9694,1980,0,1,0,1223,0,15,0,1.650557,1,1,469
9694,1981,0,2,0,2080,0,15,0,1.9889270000000001,4,1,469
9694,1982,0,3,0,2080,0,15,0,2.026976,9,1,469
9694,1983,0,4,0,2080,1,15,0,2.053454,16,1,469
9694,1984,0,5,0,2080,1,15,0,2.311155,25,1,469
9694,1985,0,6,0,2080,1,15,0,2.2998529999999997,36,1,469
9694,1986,0,7,0,2080,1,15,0,2.30233,49,1,469
9694,1987,0,8,0,2080,1,15,0,2.342917,64,1,469
9710,1980,0,4,0,1962,0,12,0,1.871046,16,4,470
9710,1981,0,5,0,2620,0,12,0,1.116267,25,3,470
9710,1982,0,6,0,2290,0,12,0,1.6588580000000002,36,3,470
9710,1983,0,7,0,2240,0,12,0,1.5867639999999998,49,3,470
9710,1984,0,8,0,2120,0,12,0,-0.6390869,64,3,470
9710,1985,0,9,0,2194,0,12,0,1.7126029999999999,81,7,470
9710,1986,0,10,0,2204,0,12,0,1.8301630000000002,100,2,470
9710,1987,0,11,0,2250,0,12,0,1.571208,121,2,470
9718,1980,0,1,0,590,0,13,0,1.098562,1,4,471
9718,1981,0,2,0,400,0,13,0,1.740466,4,1,471
9718,1982,0,3,0,154,0,13,0,2.278771,9,1,471
9718,1983,0,4,0,1240,0,13,0,2.464209,16,1,471
9718,1984,0,5,0,2080,0,13,0,2.359945,25,1,471
9718,1985,0,6,0,2080,0,13,0,2.5047189999999997,36,1,471
9718,1986,0,7,0,2080,1,13,0,2.493109,49,1,471
9718,1987,0,8,0,2080,1,13,0,2.6232189999999997,64,1,471
9725,1980,0,1,0,2075,0,13,0,1.039124,1,4,472
9725,1981,0,2,0,1864,0,13,0,1.351356,4,9,472
9725,1982,0,3,0,2286,0,13,0,1.660606,9,2,472
9725,1983,0,4,0,2446,0,13,0,1.6001379999999998,16,2,472
9725,1984,0,5,0,2848,0,13,0,1.611243,25,2,472
9725,1985,0,6,0,2568,0,13,0,1.685255,36,2,472
9725,1986,0,7,0,2496,0,13,0,1.784046,49,2,472
9725,1987,0,8,0,2496,0,13,0,1.812289,64,2,472
9744,1980,0,2,0,2080,0,15,1,1.630321,4,1,473
9744,1981,0,3,0,2040,0,15,0,1.771957,9,1,473
9744,1982,0,4,0,2080,0,15,0,1.9781849999999999,16,1,473
9744,1983,0,5,0,2320,0,15,0,1.8393540000000002,25,1,473
9744,1984,0,6,0,2202,0,15,0,1.944002,36,1,473
9744,1985,0,7,0,2552,0,15,0,1.8899560000000002,49,1,473
9744,1986,0,8,0,2485,1,15,0,2.1588580000000004,64,1,473
9744,1987,0,9,0,2600,1,15,1,2.1049580000000003,81,1,473
9752,1980,0,2,0,2155,0,15,0,2.245486,4,1,474
9752,1981,0,3,0,4455,1,15,0,1.971709,9,1,474
9752,1982,0,4,0,3630,1,15,0,2.2322509999999998,16,1,474
9752,1983,0,5,0,4256,1,15,0,2.554348,25,1,474
9752,1984,0,6,0,3830,1,15,0,2.904641,36,1,474
9752,1985,0,7,0,3480,1,15,0,2.966106,49,1,474
9752,1986,0,8,0,3330,1,15,0,2.990088,64,1,474
9752,1987,0,9,0,2780,1,15,0,3.131654,81,3,474
9776,1980,0,3,1,2080,0,11,0,2.280909,9,6,475
9776,1981,0,4,1,2080,1,11,1,2.040221,16,6,475
9776,1982,0,5,1,2360,1,11,1,2.206064,25,6,475
9776,1983,0,6,1,2168,1,11,1,2.37712,36,6,475
9776,1984,0,7,1,1160,1,11,1,2.246419,49,6,475
9776,1985,0,8,1,2426,1,11,1,1.94059,64,6,475
9776,1986,0,9,1,2496,1,11,1,2.25672,81,6,475
9776,1987,0,10,1,2496,1,11,1,2.2177540000000002,100,6,475
9786,1980,0,2,1,2340,0,12,1,1.6666889999999999,4,7,476
9786,1981,0,3,1,2130,0,12,1,1.708582,9,6,476
9786,1982,0,4,1,2080,0,12,1,1.859402,16,6,476
9786,1983,0,5,1,2376,0,12,1,1.821137,25,7,476
9786,1984,0,6,1,2112,0,12,0,1.910225,36,4,476
9786,1985,0,7,1,2176,0,12,0,1.8749919999999998,49,4,476
9786,1986,0,8,1,2227,0,12,0,1.9227290000000001,64,5,476
9786,1987,0,9,1,2202,0,12,0,2.09888,81,5,476
9791,1980,0,1,0,1758,0,15,0,0.8176829999999999,1,5,477
9791,1981,0,2,0,2955,0,15,0,0.7727993000000001,4,3,477
9791,1982,0,3,0,2568,0,15,0,1.169589,9,3,477
9791,1983,0,4,0,2582,1,15,0,-0.1647628,16,2,477
9791,1984,0,5,0,2140,1,15,0,2.570399,25,3,477
9791,1985,0,6,0,2540,1,15,0,2.587817,36,2,477
9791,1986,0,7,0,3110,1,15,0,2.547612,49,2,477
9791,1987,0,8,0,4110,1,15,0,2.517528,64,2,477
9794,1980,0,3,0,2080,0,12,0,1.524961,9,9,478
9794,1981,0,4,0,2080,1,12,1,1.609438,16,9,478
9794,1982,0,5,0,2080,1,12,0,1.619795,25,5,478
9794,1983,0,6,0,2080,1,12,1,1.650552,36,9,478
9794,1984,0,7,0,2080,1,12,1,1.549015,49,9,478
9794,1985,0,8,0,2080,1,12,1,1.7659619999999998,64,6,478
9794,1986,0,9,0,2080,1,12,1,1.7458939999999998,81,7,478
9794,1987,0,10,0,1295,1,12,1,2.1807849999999998,100,5,478
9810,1980,0,2,1,3444,0,11,0,1.251219,4,8,479
9810,1981,0,3,1,3120,0,11,0,0.36179,9,7,479
9810,1982,0,4,1,3570,1,11,1,1.700352,16,8,479
9810,1983,0,5,1,3730,1,11,0,1.0768309999999999,25,8,479
9810,1984,0,6,1,3744,1,11,0,1.0302209999999998,36,8,479
9810,1985,0,7,1,3964,1,11,0,1.003293,49,8,479
9810,1986,0,8,1,4044,1,11,0,0.8987063,64,8,479
9810,1987,0,9,1,3963,0,11,0,1.390799,81,5,479
9846,1980,0,3,1,2610,1,12,0,2.098068,9,5,480
9846,1981,0,4,1,2796,1,12,0,2.359585,16,5,480
9846,1982,0,5,1,2296,1,12,0,2.102528,25,5,480
9846,1983,0,6,1,2602,1,12,0,1.9477849999999999,36,6,480
9846,1984,0,7,1,2856,1,12,0,2.05864,49,6,480
9846,1985,0,8,1,2370,1,12,0,2.300416,64,6,480
9846,1986,0,9,1,920,1,12,0,0.924035,81,5,480
9846,1987,0,10,1,2520,1,12,1,2.313545,100,5,480
9859,1980,0,4,1,2080,0,12,1,1.4480000000000002,16,7,481
9859,1981,0,5,1,2080,0,12,1,1.498334,25,7,481
9859,1982,0,6,1,2080,0,12,1,1.547403,36,7,481
9859,1983,0,7,1,2080,0,12,1,-0.7909873000000001,49,7,481
9859,1984,0,8,1,2080,0,12,1,1.800329,64,7,481
